SAMSUNG s10е.ldu,15 000  ₽,Щелковская,https://www.avito.ru/moskva/telefony/samsung_s10e.ldu_1691500848
SAMSUNG note 9 demo,14 000  ₽,Отрадное,https://www.avito.ru/moskva/telefony/samsung_note_9_demo_1894163063
SAMSUNG galaxy a50 4/64 Gb,12 000  ₽,Царицыно,https://www.avito.ru/moskva/telefony/samsung_galaxy_a50_464_gb_1891705949
SAMSUNG Galaxy S9 Plus,18 000  ₽,Кунцевская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_plus_1916690311
SAMSUNG galaxy note 5,9 500  ₽,Площадь революции,https://www.avito.ru/moskva/telefony/samsung_galaxy_note_5_1873509343
Телефон SAMSUNG A3 2015,Цена не указана,Озёрная,https://www.avito.ru/moskva/telefony/telefon_samsung_a3_2015_1915851599
SAMSUNG,5 000  ₽,Южная,https://www.avito.ru/moskva/telefony/samsung_1585603716
SAMSUNG galaxy S9 64 gb. Lilac Purple,17 550  ₽,Киевская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_64_gb._lilac_purple_1897203598
Телефон SAMSUNG,2 000  ₽,Царицыно,https://www.avito.ru/moskva/telefony/telefon_samsung_1917003054
SAMSUNG Galaxy A90 64gb Blue,5 499  ₽,Коньково,https://www.avito.ru/moskva/telefony/samsung_galaxy_a90_64gb_blue_1891913577
SAMSUNG Galaxy M20 3/32GB,12 750  ₽,Савеловская,https://www.avito.ru/moskva/telefony/samsung_galaxy_m20_332gb_1710258922
SAMSUNG Galaxy Note 10+ Plus 128gb Аврора,7 999  ₽,Щелковская,https://www.avito.ru/moskva/telefony/samsung_galaxy_note_10_plus_128gb_avrora_1909089132
Телефон SAMSUNG A3 2016 Отличный,4 500  ₽,Текстильщики,https://www.avito.ru/moskva/telefony/telefon_samsung_a3_2016_otlichnyy_1901140655
SAMSUNG Galaxy S6,2 000  ₽,Домодедовская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s6_1913101930
SAMSUNG Z Flip,95 000  ₽,Бунинская аллея,https://www.avito.ru/moskva/telefony/samsung_z_flip_1900331185
SAMSUNG galaxy S8,16 000  ₽,Коломенская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s8_1898688846
SAMSUNG Galaxy A70 64gb Black,5 499  ₽,Пражская,https://www.avito.ru/moskva/telefony/samsung_galaxy_a70_64gb_black_1891328567
Телефон Самсунг S8 гранат,9 000  ₽,Кожуховская,https://www.avito.ru/moskva/telefony/telefon_samsung_s8_granat_1879190644
SAMSUNG galaxy note 4 32 gb. charcoal black,6 089  ₽,Севастопольская,https://www.avito.ru/moskva/telefony/samsung_galaxy_note_4_32_gb._charcoal_black_1897521487
Самсунг С9,5 500  ₽,Новогиреево,https://www.avito.ru/moskva/telefony/samsung_s9_1613300404
"SAMSUNG S10+, 8/128gb, рст",42 000  ₽,Фонвизинская,https://www.avito.ru/moskva/telefony/samsung_s10_8128gb_rst_1891303196
SAMSUNG S10 Plus,10 500  ₽,Кропоткинская,https://www.avito.ru/moskva/telefony/samsung_s10_plus_1891927646
SAMSUNG,150  ₽,Водный стадион,https://www.avito.ru/moskva/telefony/samsung_1201637012
SAMSUNG j3,1 300  ₽,Ховрино,https://www.avito.ru/moskva/telefony/samsung_j3_1850981326
Телефон SAMSUNG j3,3 000  ₽,Марьино,https://www.avito.ru/moskva/telefony/telefon_samsung_j3_1909052107
SAMSUNG A80 8/128 рст,20 000  ₽,Первомайская,https://www.avito.ru/moskva/telefony/samsung_a80_8128_rst_1899059308
Телефон SAMSUNG S4 Mini duos,2 000  ₽,Коломенская,https://www.avito.ru/moskva/telefony/telefon_samsung_s4_mini_duos_1894183478
SAMSUNG SGH-D500 SAMSUNG SGH-X160,1 700  ₽,Первомайская,https://www.avito.ru/moskva/telefony/samsung_sgh-d500_samsung_sgh-x160_1021539677
SAMSUNG Galaxy Fold 2,110 000  ₽,Смоленская,https://www.avito.ru/moskva/telefony/samsung_galaxy_fold_2_1893435153
SAMSUNG Galaxy J5,3 000  ₽,Площадь революции,https://www.avito.ru/moskva/telefony/samsung_galaxy_j5_1897021599
SAMSUNG A30s 64Gb,13 399  ₽,Савеловская,https://www.avito.ru/moskva/telefony/samsung_a30s_64gb_1822203646
SAMSUNG Galaxy s 10+ plus snapdragon,40 000  ₽,Севастопольская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s_10_plus_snapdragon_1889572313
SAMSUNG A80 8/128 рст,20 000  ₽,Первомайская,https://www.avito.ru/moskva/telefony/samsung_a80_8128_rst_1899059308
Телефон SAMSUNG S4 Mini duos,2 000  ₽,Коломенская,https://www.avito.ru/moskva/telefony/telefon_samsung_s4_mini_duos_1894183478
SAMSUNG SGH-D500 SAMSUNG SGH-X160,1 700  ₽,Первомайская,https://www.avito.ru/moskva/telefony/samsung_sgh-d500_samsung_sgh-x160_1021539677
SAMSUNG Galaxy Fold 2,110 000  ₽,Смоленская,https://www.avito.ru/moskva/telefony/samsung_galaxy_fold_2_1893435153
SAMSUNG Galaxy J5,3 000  ₽,Площадь революции,https://www.avito.ru/moskva/telefony/samsung_galaxy_j5_1897021599
SAMSUNG A30s 64Gb,13 399  ₽,Савеловская,https://www.avito.ru/moskva/telefony/samsung_a30s_64gb_1822203646
SAMSUNG Galaxy s 10+ plus snapdragon,40 000  ₽,Севастопольская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s_10_plus_snapdragon_1889572313
Телефон SAMSUNG А5,4 000  ₽,Перово,https://www.avito.ru/moskva/telefony/telefon_samsung_a5_1896580516
SAMSUNG Galaxy J5,3 000  ₽,Площадь революции,https://www.avito.ru/moskva/telefony/samsung_galaxy_j5_1895134178
Телефон SAMSUNG Galaxy Note 4,4 000  ₽,Китай-город,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_note_4_1876694758
Телефон SAMSUNG Galaxy A8 (2018),8 500  ₽,ВДНХ,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_a8_2018_1895759720
Телефон Самсунг А 30,7 990  ₽,Выхино,https://www.avito.ru/moskva/telefony/telefon_samsung_a_30_1907366942
SAMSUNG E2222,900  ₽,Шипиловская,https://www.avito.ru/moskva/telefony/samsung_e2222_1860734683
Телефон SAMSUNG galaxy s5,3 000  ₽,Беломорская,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_s5_1884311536
Дисплей SAMSUNG A300F Galaxy A3 (2015) +тач белый,1 100  ₽,Царицыно,https://www.avito.ru/moskva/telefony/displey_samsung_a300f_galaxy_a3_2015_tach_belyy_1059313505
Телефон SAMSUNG Galaxy J5 (2016),2 000  ₽,Лермонтовский проспект,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_j5_2016_1906554868
SAMSUNG galaxy A5 2015 16 Gb. белый,3 520  ₽,Новоясеневская,https://www.avito.ru/moskva/telefony/samsung_galaxy_a5_2015_16_gb._belyy_1897106839
SAMSUNG A10,6 000  ₽,ВДНХ,https://www.avito.ru/moskva/telefony/samsung_a10_1863564215
SAMSUNG Galaxy J7+ Gold,3 999  ₽,Кунцевская,https://www.avito.ru/moskva/telefony/samsung_galaxy_j7_gold_1905276777
SAMSUNG galaxy S9.LDU,13 000  ₽,Щелковская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9.ldu_1597696904
SAMSUNG galaxy S10+.Оригинал,29 000  ₽,Щелковская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s10.original_1886236780
Телефон SAMSUNG A-50 64G,11 500  ₽,Щукинская,https://www.avito.ru/moskva/telefony/telefon_samsung_a-50_64g_1902763904
SAMSUNG S10 black,4 500  ₽,Бунинская аллея,https://www.avito.ru/moskva/telefony/samsung_s10_black_1896404080
SAMSUNG Galaxy J1 Duos,1 800  ₽,Киевская,https://www.avito.ru/moskva/telefony/samsung_galaxy_j1_duos_1909110090
SAMSUNG Galaxy S9+ Plus 128gb Black,5 999  ₽,Шелепиха,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_plus_128gb_black_1914798741
Наушники SAMSUNG Galaxy Buds,6 490  ₽,Строгино,https://www.avito.ru/moskva/telefony/naushniki_samsung_galaxy_buds_1899365606
SAMSUNG Galaxy S9 Plus черный 64гб,24 999  ₽,Багратионовская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_plus_chernyy_64gb_1812549691
SAMSUNG Galaxy S9 64GB Ростест Полн.компл,18 499  ₽,Пражская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_64gb_rostest_poln.kompl_1768726457
Телефон SAMSUNG Galaxe A30 32гб,9 000  ₽,Первомайская,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxe_a30_32gb_1858496091
SAMSUNG A30,8 000  ₽,Бабушкинская,https://www.avito.ru/moskva/telefony/samsung_a30_1911080500
Телефон SAMSUNG,3 000  ₽,Добрынинская,https://www.avito.ru/moskva/telefony/telefon_samsung_1900200585
SAMSUNG Galaxy s5 mini 16 GB. Черный,3 290  ₽,Зябликово,https://www.avito.ru/moskva/telefony/samsung_galaxy_s5_mini_16_gb._chernyy_1897351994
SAMSUNG Galaxy S9 Фиолетовый,6 490  ₽,Курская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_fioletovyy_1893435032
SAMSUNG galaxy s 10 plus,30 000  ₽,Водный стадион,https://www.avito.ru/moskva/telefony/samsung_galaxy_s_10_plus_1912751942
Дисплей SAMSUNG Galaxy A5 2017 SM-A520F oled в сбо,3 169  ₽,Савеловская,https://www.avito.ru/moskva/telefony/displey_samsung_galaxy_a5_2017_sm-a520f_oled_v_sbo_1846504357
SAMSUNG Galaxy S9+ Plus (128+6 Gb/ Duos),13 500  ₽,Кузьминки,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_plus_1286_gb_duos_1887439607
SAMSUNG A80 demo unit,12 000  ₽,Сокольники,https://www.avito.ru/moskva/telefony/samsung_a80_demo_unit_1864919061
SAMSUNG galaxy a6 plus 32 GB. Black,7 540  ₽,Севастопольская,https://www.avito.ru/moskva/telefony/samsung_galaxy_a6_plus_32_gb._black_1897714741
"SAMSUNG Galaxy J6 plus,Duos,gold",4 400  ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/samsung_galaxy_j6_plusduosgold_1914839905
SAMSUNG Galaxy S10+ идеал,18 000  ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/samsung_galaxy_s10_ideal_1915834844
SAMSUNG galaxy S7 32 гб Золотой,7 049  ₽,Крылатское,https://www.avito.ru/moskva/telefony/samsung_galaxy_s7_32_gb_zolotoy_1897896179
SAMSUNG S8 64Gb,7 000  ₽,Славянский бульвар,https://www.avito.ru/moskva/telefony/samsung_s8_64gb_1896228183
Телефон SAMSUNG galaxy A5 2017,2 000  ₽,Аннино,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_a5_2017_1896887492
Bluetooth гарнитура SAMSUNG HM3100,200  ₽,Цветной бульвар,https://www.avito.ru/moskva/telefony/bluetooth_garnitura_samsung_hm3100_1910315468
Телефон SAMSUNG galaxy s7,3 500  ₽,Арбатская,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_s7_1899779885
Телефон SAMSUNG A70 6/128 б/у идеал,15 550  ₽,Дмитровская,https://www.avito.ru/moskva/telefony/telefon_samsung_a70_6128_bu_ideal_1903641470
SAMSUNG galaxy s8 64gb SM-G950FD Midnight black,13 000  ₽,Щелковская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s8_64gb_sm-g950fd_midnight_black_1768335779
SAMSUNG S10e Onyx Black,30 000  ₽,Сокол,https://www.avito.ru/moskva/telefony/samsung_s10e_onyx_black_1861629632
SAMSUNG GT-S3500i,1 000  ₽,Войковская,https://www.avito.ru/moskva/telefony/samsung_gt-s3500i_1531652337
SAMSUNG A10. 32GB,6 000  ₽,Рассказовка,https://www.avito.ru/moskva/telefony/samsung_a10._32gb_1913293184
SAMSUNG A10. 32GB,6 000  ₽,Рассказовка,https://www.avito.ru/moskva/telefony/samsung_a10._32gb_1913293184
SAMSUNG galaxy S8 64 Гб черный,13 720  ₽,Марьина Роща,https://www.avito.ru/moskva/telefony/samsung_galaxy_s8_64_gb_chernyy_1897252530
SAMSUNG Galaxy a7 2018 64 GB. розовый,8 749  ₽,Маяковская,https://www.avito.ru/moskva/telefony/samsung_galaxy_a7_2018_64_gb._rozovyy_1897012312
SAMSUNG j 2016,2 000  ₽,Петровско-Разумовская,https://www.avito.ru/moskva/telefony/samsung_j_2016_1788484295
SAMSUNG galaxy a50.Идеал. Обмен,16 000  ₽,Выхино,https://www.avito.ru/moskva/telefony/samsung_galaxy_a50.ideal._obmen_1906524237
SAMSUNG Galaxy A6 Plus Gold,6 000  ₽,Крылатское,https://www.avito.ru/moskva/telefony/samsung_galaxy_a6_plus_gold_1834208818
Телефон SAMSUNG j2 prime,3 000  ₽,Рижская,https://www.avito.ru/moskva/telefony/telefon_samsung_j2_prime_1901949619
SAMSUNG Galaxy S7,15 000  ₽,Шелепиха,https://www.avito.ru/moskva/telefony/samsung_galaxy_s7_1849428886
SAMSUNG Galaxy S9 Серый,6 490  ₽,Сходненская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_seryy_1916460626
SAMSUNG Galaxy a5 2016 16 Gb white,4 639  ₽,Спортивная,https://www.avito.ru/moskva/telefony/samsung_galaxy_a5_2016_16_gb_white_1897289582
Телефон SAMSUNG,4 300  ₽,Алма-Атинская,https://www.avito.ru/moskva/telefony/telefon_samsung_1888138725
Коробка SAMSUNG Gear VR,300  ₽,Озёрная,https://www.avito.ru/moskva/telefony/korobka_samsung_gear_vr_1885434867
SAMSUNG Galaxy S20 Ultra 12/128GB g988b demo,49 999  ₽,Щелковская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s20_ultra_12128gb_g988b_demo_1894103052
SAMSUNG Galaxy A10S hameleon,4 499  ₽,Арбатская,https://www.avito.ru/moskva/telefony/samsung_galaxy_a10s_hameleon_1896251424
SAMSUNG Galaxy Watch Active,9 000  ₽,Проспект Мира,https://www.avito.ru/moskva/telefony/samsung_galaxy_watch_active_1844031889
SAMSUNG galaxy s 4 mini gt i 9195,5 000  ₽,Улица Дмитриевского,https://www.avito.ru/moskva/telefony/samsung_galaxy_s_4_mini_gt_i_9195_1795164406
SAMSUNG a30s 32gb,8 000  ₽,Домодедовская,https://www.avito.ru/moskva/telefony/samsung_a30s_32gb_1915753354
SAMSUNG galaxy A6 32 Gb. Черный,6 039  ₽,Площадь революции,https://www.avito.ru/moskva/telefony/samsung_galaxy_a6_32_gb._chernyy_1897097083
SAMSUNG Galaxy S9 128gb Gold,3 999  ₽,Озёрная,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_128gb_gold_1891086081
SAMSUNG S10+ 128Gb,49 990  ₽,Лубянка,https://www.avito.ru/moskva/telefony/samsung_s10_128gb_1896291398
SAMSUNG s8 64gb,5 490  ₽,Волжская,https://www.avito.ru/moskva/telefony/samsung_s8_64gb_1842379972
SAMSUNG Galaxy Note 10 Синий,6 390  ₽,Тушинская,https://www.avito.ru/moskva/telefony/samsung_galaxy_note_10_siniy_1893599411
SAMSUNG Galaxy S10 plus 128GB,36 900  ₽,Сходненская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s10_plus_128gb_1912051664
SAMSUNG galaxy s8,3 500  ₽,Международная,https://www.avito.ru/moskva/telefony/samsung_galaxy_s8_1887003144
SAMSUNG s10 plus 12gb/1Tb performances edition,65 000  ₽,Алма-Атинская,https://www.avito.ru/moskva/telefony/samsung_s10_plus_12gb1tb_performances_edition_1865798675
SAMSUNG Galaxy Buds +,8 300  ₽,Новогиреево,https://www.avito.ru/moskva/telefony/samsung_galaxy_buds_1910236770
SAMSUNG galaxy s10e,26 000  ₽,Лухмановская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s10e_1897201434
SAMSUNG Galaxy A30,9 500  ₽,Тимирязевская,https://www.avito.ru/moskva/telefony/samsung_galaxy_a30_1887476604
SAMSUNG galaxy note 8,22 000  ₽,Новые Черемушки,https://www.avito.ru/moskva/telefony/samsung_galaxy_note_8_1905442357
SAMSUNG Galaxy A50,13 000  ₽,,https://www.avito.ru/moskva/telefony/samsung_galaxy_a50_1894382929
"SAMSUNG E2530 LA fleur Новый, Корея",3 499  ₽,Охотный ряд,https://www.avito.ru/moskva/telefony/samsung_e2530_la_fleur_novyy_koreya_1865662318
SAMSUNG s8 рст 64гб,12 000  ₽,Нижегородская,https://www.avito.ru/moskva/telefony/samsung_s8_rst_64gb_1905159488
SAMSUNG s 4 чехол книжка новый самсунг с4,100  ₽,Щелковская,https://www.avito.ru/moskva/telefony/samsung_s_4_chehol_knizhka_novyy_samsung_s4_585992493
SAMSUNG sgh-d880,700  ₽,Домодедовская,https://www.avito.ru/moskva/telefony/samsung_sgh-d880_1826654025
SAMSUNG galaxy S5 25штук рст,2 600  ₽,Выхино,https://www.avito.ru/moskva/telefony/samsung_galaxy_s5_25shtuk_rst_1907074846
Чехол для телефона Самсунг SAMSUNG Galaxy J2 Prime,50  ₽,Кузьминки,https://www.avito.ru/moskva/telefony/chehol_dlya_telefona_samsung_samsung_galaxy_j2_prime_1780018244
SAMSUNG j2 core,4 500  ₽,Улица Скобелевская,https://www.avito.ru/moskva/telefony/samsung_j2_core_1825735223
Чехол для SAMSUNG S10 (защитный),350  ₽,Новокосино,https://www.avito.ru/moskva/telefony/chehol_dlya_samsung_s10_zaschitnyy_1875662144
"SAMSUNG Galaxy J7 plus+,цвет золотой, Duos,32GB",4 000  ₽,Каширская,https://www.avito.ru/moskva/telefony/samsung_galaxy_j7_plustsvet_zolotoy_duos32gb_1908024945
Телефон SAMSUNG galaxy s6 edge,5 000  ₽,Щелковская,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_s6_edge_1901402817
SAMSUNG Galaxy A20s Черный,5 000  ₽,Владыкино,https://www.avito.ru/moskva/telefony/samsung_galaxy_a20s_chernyy_1916722795
SAMSUNG Galaxy s8 64gb,13 000  ₽,Ховрино,https://www.avito.ru/moskva/telefony/samsung_galaxy_s8_64gb_1907836821
SAMSUNG Galaxy a3 2017,5 800  ₽,Мичуринский проспект,https://www.avito.ru/moskva/telefony/samsung_galaxy_a3_2017_1901266000
SAMSUNG GT-S7262,1 500  ₽,Коптево,https://www.avito.ru/moskva/telefony/samsung_gt-s7262_1881591707
SAMSUNG Galaxy J5 Pro black,2 999  ₽,Преображенская площадь,https://www.avito.ru/moskva/telefony/samsung_galaxy_j5_pro_black_1895997356
SAMSUNG S6,3 000  ₽,Алтуфьево,https://www.avito.ru/moskva/telefony/samsung_s6_1549889776
Телефон SAMSUNG,13 000  ₽,Деловой центр,https://www.avito.ru/moskva/telefony/telefon_samsung_1857011330
SAMSUNG Galaxy s6 32 Гб. gold,5 380  ₽,Аэропорт,https://www.avito.ru/moskva/telefony/samsung_galaxy_s6_32_gb._gold_1897434340
SAMSUNG galaxy s10 plus 128gb,45 000  ₽,Славянский бульвар,https://www.avito.ru/moskva/telefony/samsung_galaxy_s10_plus_128gb_1863051959
SAMSUNG galaxy S7,7 000  ₽,Аэропорт,https://www.avito.ru/moskva/telefony/samsung_galaxy_s7_1879451340
SAMSUNG A40,13 790  ₽,Перово,https://www.avito.ru/moskva/telefony/samsung_a40_1893874477
Чехол для SAMSUNG galaxy s10e,250  ₽,Юго-Западная,https://www.avito.ru/moskva/telefony/chehol_dlya_samsung_galaxy_s10e_1847398984
SAMSUNG note 9 demo,15 000  ₽,Новые Черемушки,https://www.avito.ru/moskva/telefony/samsung_note_9_demo_1836743423
SAMSUNG Galaxy J8 Black Brilliant,4 899  ₽,Новокосино,https://www.avito.ru/moskva/telefony/samsung_galaxy_j8_black_brilliant_1901279569
SAMSUNG j5 sm-j530f/ds под восстановление,1 700  ₽,Деловой центр,https://www.avito.ru/moskva/telefony/samsung_j5_sm-j530fds_pod_vosstanovlenie_1867781217
SAMSUNG Galaxy A20s Фиолетовый,4 990  ₽,Бунинская аллея,https://www.avito.ru/moskva/telefony/samsung_galaxy_a20s_fioletovyy_1893158330
SAMSUNG galaxy s8,15 000  ₽,Славянский бульвар,https://www.avito.ru/moskva/telefony/samsung_galaxy_s8_1875401986
SAMSUNG GalaxyJ4+ 32GB,4 000  ₽,Верхние Лихоборы,https://www.avito.ru/moskva/telefony/samsung_galaxyj4_32gb_1889815779
Телефон SAMSUNG Galaxy S 8+ 64gb,12 000  ₽,Беломорская,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_s_8_64gb_1903993040
"6,3 SAMSUNG Galaxy A7,9 (2018) 4/64GB demo синий",4 500  ₽,Щелковская,https://www.avito.ru/moskva/telefony/63_samsung_galaxy_a79_2018_464gb_demo_siniy_1445657059
SAMSUNG Galaxy S10 SM-G973 DS 128GB Black,25 000  ₽,Площадь революции,https://www.avito.ru/moskva/telefony/samsung_galaxy_s10_sm-g973_ds_128gb_black_1913643513
SAMSUNG s20 & SAMSUNG buds+,Цена не указана,Дмитровская,https://www.avito.ru/moskva/telefony/samsung_s20_samsung_buds_1896737656
Телефон SAMSUNG E1125,450  ₽,Профсоюзная,https://www.avito.ru/moskva/telefony/telefon_samsung_e1125_1862955067
Телефон SAMSUNG Galaxy Note 10 lite,30 000  ₽,Хорошево,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_note_10_lite_1906387887
Телефон SAMSUNG J6+ 3/32 2018,10 000  ₽,Рассказовка,https://www.avito.ru/moskva/telefony/telefon_samsung_j6_332_2018_1894562146
SAMSUNG Galaxy A50 black 64 gb,5 000  ₽,Лубянка,https://www.avito.ru/moskva/telefony/samsung_galaxy_a50_black_64_gb_1915926025
SAMSUNG sm-G970x demo,14 000  ₽,Бульвар Рокоссовского,https://www.avito.ru/moskva/telefony/samsung_sm-g970x_demo_1897830285
Телефон SAMSUNG S8+,13 000  ₽,Речной вокзал,https://www.avito.ru/moskva/telefony/telefon_samsung_s8_1903242722
Гарнитура SAMSUNG оригинал,100  ₽,Комсомольская,https://www.avito.ru/moskva/telefony/garnitura_samsung_original_573543581
SAMSUNG GT-S7500,1 000  ₽,Рязанский проспект,https://www.avito.ru/moskva/telefony/samsung_gt-s7500_1765469906
Телефон SAMSUNG Galaxy S III GT-19300 16 GB,2 000  ₽,Добрынинская,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_s_iii_gt-19300_16_gb_1903071972
SAMSUNG Galaxy S9+ Plus Цвет: Titan,21 500  ₽,Площадь революции,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_plus_tsvet_titan_1898629146
SAMSUNG Galaxy A70 64 gb чёрный/белый,5 500  ₽,Новослободская,https://www.avito.ru/moskva/telefony/samsung_galaxy_a70_64_gb_chernyybelyy_1915446845
Телефон SAMSUNG,16 000  ₽,Владыкино,https://www.avito.ru/moskva/telefony/telefon_samsung_1892486895
SAMSUNG galaxy s10 чёрный 128 gb,37 000  ₽,Багратионовская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s10_chernyy_128_gb_1878411806
SAMSUNG. A7 2018,5 000  ₽,Щелковская,https://www.avito.ru/moskva/telefony/samsung._a7_2018_1886180309
Смартфон SAMSUNG Duos,2 000  ₽,Лермонтовский проспект,https://www.avito.ru/moskva/telefony/smartfon_samsung_duos_1825018736
SAMSUNG Galaxy A7 2015 16Gb Ростест оригинал,4 999  ₽,Селигерская,https://www.avito.ru/moskva/telefony/samsung_galaxy_a7_2015_16gb_rostest_original_1827379889
SAMSUNG J5 Prime,1 000  ₽,Домодедовская,https://www.avito.ru/moskva/telefony/samsung_j5_prime_1894281921
SAMSUNG galaxy s10 plus обмен,35 000  ₽,Щелковская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s10_plus_obmen_1869468175
SAMSUNG Galaxy J6 plus 64gb 4G LTE Duos Touch ID,4 500  ₽,Пролетарская,https://www.avito.ru/moskva/telefony/samsung_galaxy_j6_plus_64gb_4g_lte_duos_touch_id_1911954159
SAMSUNG j3,3 000  ₽,Алтуфьево,https://www.avito.ru/moskva/telefony/samsung_j3_1890911859
SAMSUNG Galaxy Buds+,8 000  ₽,Братиславская,https://www.avito.ru/moskva/telefony/samsung_galaxy_buds_1890681103
SAMSUNG J3 2016 год,6 000  ₽,,https://www.avito.ru/moskva/telefony/samsung_j3_2016_god_1859386021
SAMSUNG galaxy s9+ snapdragon (американка),15 000  ₽,Первомайская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_snapdragon_amerikanka_1889150598
SAMSUNG S9 Plus 256Gb (G965F),19 990  ₽,Бунинская аллея,https://www.avito.ru/moskva/telefony/samsung_s9_plus_256gb_g965f_1901586590
SAMSUNG s8+,8 500  ₽,Новые Черемушки,https://www.avito.ru/moskva/telefony/samsung_s8_1898349474
SAMSUNG Galaxy S20+ 8/128GB (черный),64 890  ₽,Багратионовская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s20_8128gb_chernyy_1917199055
Дисплей SAMSUNG Galaxy J3 2017 SM-J330F/DS в сборе,1 142  ₽,Савеловская,https://www.avito.ru/moskva/telefony/displey_samsung_galaxy_j3_2017_sm-j330fds_v_sbore_1878629268
SAMSUNG Note8 64gb SM-N950F/DS Ростест,20 999  ₽,Студенческая,https://www.avito.ru/moskva/telefony/samsung_note8_64gb_sm-n950fds_rostest_1877246461
Самсунг s10+ новый,7 700  ₽,Новогиреево,https://www.avito.ru/moskva/telefony/samsung_s10_novyy_1852980047
Муляж SAMSUNG S10.Black,1 000  ₽,Щелковская,https://www.avito.ru/moskva/telefony/mulyazh_samsung_s10.black_1790902207
Телефон SAMSUNG,5 000  ₽,Проспект Вернадского,https://www.avito.ru/moskva/telefony/telefon_samsung_1887167964
SAMSUNG Galaxy A40 4/64GB,14 390  ₽,Савеловская,https://www.avito.ru/moskva/telefony/samsung_galaxy_a40_464gb_1383300322
SAMSUNG s8 64gb чёрный,9 000  ₽,Жулебино,https://www.avito.ru/moskva/telefony/samsung_s8_64gb_chernyy_1915690797
SAMSUNG galaxy s8 plus 64 Gb Midnight Black,14 949  ₽,Каширская,https://www.avito.ru/moskva/telefony/samsung_galaxy_s8_plus_64_gb_midnight_black_1897626196
SAMSUNG А8 SM-A530F обмен,9 500  ₽,Селигерская,https://www.avito.ru/moskva/telefony/samsung_a8_sm-a530f_obmen_1894087314
SAMSUNG Galaxy siii / SAMSUNG Galaxy S3,2 500  ₽,Маяковская,https://www.avito.ru/moskva/telefony/samsung_galaxy_siii_samsung_galaxy_s3_1249258791
Телефон SAMSUNG Galaxy A30s 32gb,8 000  ₽,Марьино,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_a30s_32gb_1901662342
SAMSUNG Galaxy S8 Plus,8 500  ₽,Лермонтовский проспект,https://www.avito.ru/moskva/telefony/samsung_galaxy_s8_plus_1447027251
SAMSUNG galaxy S7 edge на запчасти,3 500  ₽,Ленинский проспект,https://www.avito.ru/moskva/telefony/samsung_galaxy_s7_edge_na_zapchasti_1792052455
SAMSUNG Galaxy A8 (2018) 32GB,7 000  ₽,Новогиреево,https://www.avito.ru/moskva/telefony/samsung_galaxy_a8_2018_32gb_1842358375
Продаю Самсунг S9 64GB,16 000  ₽,Сухаревская,https://www.avito.ru/moskva/telefony/prodayu_samsung_s9_64gb_1915853968
Телефон SAMSUNG,500  ₽,Тургеневская,https://www.avito.ru/moskva/telefony/telefon_samsung_1885479248
Телефон SAMSUNG galaxy s7 edge,3 500  ₽,Авиамоторная,https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_s7_edge_1902834745
SAMSUNG galaxy A7 2017,7 500  ₽,Сходненская,https://www.avito.ru/moskva/telefony/samsung_galaxy_a7_2017_1889796618
SAMSUNG Galaxy A71,24 992  ₽,Дубровка,https://www.avito.ru/moskva/telefony/samsung_galaxy_a71_1878580377
